"State","Method","Year","Month","Value"
"State2","Other OC Pill",2016,"October",0
"State2","Other OC Pill",2016,"November",0
"State2","Other OC Pill",2016,"December",0
"State2","Progestin only (POP)",2016,"January",3754
"State2","Progestin only (POP)",2016,"February",3836
"State2","Progestin only (POP)",2016,"March",3800
"State2","Progestin only (POP)",2016,"April",3793
"State2","Progestin only (POP)",2016,"May",3912
"State2","Progestin only (POP)",2016,"June",3925
"State2","Progestin only (POP)",2016,"July",3757
"State2","Progestin only (POP)",2016,"August",3890
"State2","Progestin only (POP)",2016,"September",3928
"State2","Progestin only (POP)",2016,"October",3846
"State2","Progestin only (POP)",2016,"November",3883
"State2","Progestin only (POP)",2016,"December",3770
"State2","Sayana Press",2016,"January",0
"State2","Sayana Press",2016,"February",0
"State2","Sayana Press",2016,"March",0
"State2","Sayana Press",2016,"April",0
"State2","Sayana Press",2016,"May",0
"State2","Sayana Press",2016,"June",0
"State2","Sayana Press",2016,"July",0
"State2","Sayana Press",2016,"August",0
"State2","Sayana Press",2016,"September",0
"State2","Sayana Press",2016,"October",0
"State2","Sayana Press",2016,"November",0
"State2","Sayana Press",2016,"December",0
"State2","SDM (Standard Days)",2016,"January",139
"State2","SDM (Standard Days)",2016,"February",148
"State2","SDM (Standard Days)",2016,"March",143
"State2","SDM (Standard Days)",2016,"April",137
"State2","SDM (Standard Days)",2016,"May",146
"State2","SDM (Standard Days)",2016,"June",137
"State2","SDM (Standard Days)",2016,"July",145
"State2","SDM (Standard Days)",2016,"August",139
"State2","SDM (Standard Days)",2016,"September",146
"State2","SDM (Standard Days)",2016,"October",148
"State2","SDM (Standard Days)",2016,"November",139
"State2","SDM (Standard Days)",2016,"December",141
"State2","Sino-Implant",2016,"January",11
"State2","Sino-Implant",2016,"February",11
"State2","Sino-Implant",2016,"March",11
"State2","Sino-Implant",2016,"April",11
"State2","Sino-Implant",2016,"May",10
"State2","Sino-Implant",2016,"June",10
"State2","Sino-Implant",2016,"July",11
"State2","Sino-Implant",2016,"August",11
"State2","Sino-Implant",2016,"September",10
"State2","Sino-Implant",2016,"October",11
"State2","Sino-Implant",2016,"November",11
"State2","Sino-Implant",2016,"December",11
"State2","Spermicides",2016,"January",0
"State2","Spermicides",2016,"February",0
"State2","Spermicides",2016,"March",0
"State2","Spermicides",2016,"April",0
"State2","Spermicides",2016,"May",0
"State2","Spermicides",2016,"June",0
"State2","Spermicides",2016,"July",0
"State2","Spermicides",2016,"August",0
"State2","Spermicides",2016,"September",0
"State2","Spermicides",2016,"October",0
"State2","Spermicides",2016,"November",0
"State2","Spermicides",2016,"December",0
"State2","Tubal Ligation (F)",2016,"January",8684
"State2","Tubal Ligation (F)",2016,"February",8962
"State2","Tubal Ligation (F)",2016,"March",8608
"State2","Tubal Ligation (F)",2016,"April",9087
"State2","Tubal Ligation (F)",2016,"May",8683
"State2","Tubal Ligation (F)",2016,"June",8426
"State2","Tubal Ligation (F)",2016,"July",8672
"State2","Tubal Ligation (F)",2016,"August",9130
"State2","Tubal Ligation (F)",2016,"September",8687
"State2","Tubal Ligation (F)",2016,"October",8987
"State2","Tubal Ligation (F)",2016,"November",8548
"State2","Tubal Ligation (F)",2016,"December",9009
"State2","Vaginal barrier",2016,"January",0
"State2","Vaginal barrier",2016,"February",0
"State2","Vaginal barrier",2016,"March",0
"State2","Vaginal barrier",2016,"April",0
"State2","Vaginal barrier",2016,"May",0
"State2","Vaginal barrier",2016,"June",0
"State2","Vaginal barrier",2016,"July",0
"State2","Vaginal barrier",2016,"August",0
"State2","Vaginal barrier",2016,"September",0
"State2","Vaginal barrier",2016,"October",0
"State2","Vaginal barrier",2016,"November",0
"State2","Vaginal barrier",2016,"December",0
"State2","Vasectomy (M)",2016,"January",0
"State2","Vasectomy (M)",2016,"February",0
"State2","Vasectomy (M)",2016,"March",0
"State2","Vasectomy (M)",2016,"April",0
"State2","Vasectomy (M)",2016,"May",0
"State2","Vasectomy (M)",2016,"June",0
"State2","Vasectomy (M)",2016,"July",0
"State2","Vasectomy (M)",2016,"August",0
"State2","Vasectomy (M)",2016,"September",0
"State2","Vasectomy (M)",2016,"October",0
"State2","Vasectomy (M)",2016,"November",0
"State2","Vasectomy (M)",2016,"December",0
"State2","Combined Oral (COC)",2017,"January",621174
"State2","Combined Oral (COC)",2017,"February",636028
"State2","Combined Oral (COC)",2017,"March",656423
"State2","Combined Oral (COC)",2017,"April",624631
"State2","Combined Oral (COC)",2017,"May",643002
"State2","Combined Oral (COC)",2017,"June",635854
"State2","Combined Oral (COC)",2017,"July",665998
"State2","Combined Oral (COC)",2017,"August",639909
"State2","Combined Oral (COC)",2017,"September",636313
"State2","Combined Oral (COC)",2017,"October",642965
"State2","Combined Oral (COC)",2017,"November",656165
"State2","Combined Oral (COC)",2017,"December",610120
"State2","Copper- T 380-A IUD",2017,"January",56334
"State2","Copper- T 380-A IUD",2017,"February",54366
"State2","Copper- T 380-A IUD",2017,"March",56157
"State2","Copper- T 380-A IUD",2017,"April",53165
"State2","Copper- T 380-A IUD",2017,"May",54462
"State2","Copper- T 380-A IUD",2017,"June",55491
"State2","Copper- T 380-A IUD",2017,"July",56589
"State2","Copper- T 380-A IUD",2017,"August",57368
"State2","Copper- T 380-A IUD",2017,"September",54399
"State2","Copper- T 380-A IUD",2017,"October",53632
"State2","Copper- T 380-A IUD",2017,"November",57746
"State2","Copper- T 380-A IUD",2017,"December",55597
"State2","Depo Provera (DMPA)",2017,"January",266967
"State2","Depo Provera (DMPA)",2017,"February",261789
"State2","Depo Provera (DMPA)",2017,"March",265972
"State2","Depo Provera (DMPA)",2017,"April",271097
"State2","Depo Provera (DMPA)",2017,"May",267868
"State2","Depo Provera (DMPA)",2017,"June",259891
"State2","Depo Provera (DMPA)",2017,"July",265749
"State2","Depo Provera (DMPA)",2017,"August",271619
"State2","Depo Provera (DMPA)",2017,"September",275737
"State2","Depo Provera (DMPA)",2017,"October",263273
"State2","Depo Provera (DMPA)",2017,"November",263783
"State2","Depo Provera (DMPA)",2017,"December",265674
"State2","EC",2017,"January",85901
"State2","EC",2017,"February",80014
"State2","EC",2017,"March",81913
"State2","EC",2017,"April",83289
"State2","EC",2017,"May",83281
"State2","EC",2017,"June",83071
"State2","EC",2017,"July",84002
"State2","EC",2017,"August",82844
"State2","EC",2017,"September",81719
"State2","EC",2017,"October",82625
"State2","EC",2017,"November",82633
"State2","EC",2017,"December",84195
"State2","Female Condom",2017,"January",26465
"State2","Female Condom",2017,"February",27169
"State2","Female Condom",2017,"March",25792
"State2","Female Condom",2017,"April",25942
"State2","Female Condom",2017,"May",26934
"State2","Female Condom",2017,"June",26841
"State2","Female Condom",2017,"July",27841
"State2","Female Condom",2017,"August",27365
"State2","Female Condom",2017,"September",26792
"State2","Female Condom",2017,"October",26269
"State2","Female Condom",2017,"November",26699
"State2","Female Condom",2017,"December",27692
"State2","Implanon",2017,"January",23662
"State2","Implanon",2017,"February",24589
"State2","Implanon",2017,"March",23462
"State2","Implanon",2017,"April",24925
"State2","Implanon",2017,"May",24308
"State2","Implanon",2017,"June",24055
"State2","Implanon",2017,"July",23706
"State2","Implanon",2017,"August",22730
"State2","Implanon",2017,"September",22766
"State2","Implanon",2017,"October",24021
"State2","Implanon",2017,"November",23129
"State2","Implanon",2017,"December",25022
"State2","Jadelle",2017,"January",11186
"State2","Jadelle",2017,"February",10755
"State2","Jadelle",2017,"March",11188
"State2","Jadelle",2017,"April",11606
"State2","Jadelle",2017,"May",11432
"State2","Jadelle",2017,"June",10979
"State2","Jadelle",2017,"July",10887
"State2","Jadelle",2017,"August",11410
"State2","Jadelle",2017,"September",11173
"State2","Jadelle",2017,"October",11418
"State2","Jadelle",2017,"November",11695
"State2","Jadelle",2017,"December",11860
"State2","LAM",2017,"January",6357
"State2","LAM",2017,"February",6141
"State2","LAM",2017,"March",6146
"State2","LAM",2017,"April",6506
"State2","LAM",2017,"May",6172
"State2","LAM",2017,"June",5997
"State2","LAM",2017,"July",6331
"State2","LAM",2017,"August",6121
"State2","LAM",2017,"September",6473
"State2","LAM",2017,"October",6030
"State2","LAM",2017,"November",6362
"State2","LAM",2017,"December",6382
"State2","LNG-IUS",2017,"January",5501
"State2","LNG-IUS",2017,"February",5901
"State2","LNG-IUS",2017,"March",5798
"State2","LNG-IUS",2017,"April",5359
"State2","LNG-IUS",2017,"May",5461
"State2","LNG-IUS",2017,"June",5618
"State2","LNG-IUS",2017,"July",5887
"State2","LNG-IUS",2017,"August",5758
"State2","LNG-IUS",2017,"September",5463
"State2","LNG-IUS",2017,"October",5796
"State2","LNG-IUS",2017,"November",5642
"State2","LNG-IUS",2017,"December",5372
"State2","Lunelle",2017,"January",3026
"State2","Lunelle",2017,"February",3223
"State2","Lunelle",2017,"March",3029
"State2","Lunelle",2017,"April",3172
"State2","Lunelle",2017,"May",3226
"State2","Lunelle",2017,"June",3071
"State2","Lunelle",2017,"July",3181
"State2","Lunelle",2017,"August",3267
"State2","Lunelle",2017,"September",3079
"State2","Lunelle",2017,"October",3149
"State2","Lunelle",2017,"November",2985
"State2","Lunelle",2017,"December",3103
"State2","Male Condom",2017,"January",10648108
"State2","Male Condom",2017,"February",10929894
"State2","Male Condom",2017,"March",10701019
"State2","Male Condom",2017,"April",10438224
"State2","Male Condom",2017,"May",10342448
"State2","Male Condom",2017,"June",10777889
"State2","Male Condom",2017,"July",10786157
"State2","Male Condom",2017,"August",10351301
"State2","Male Condom",2017,"September",11069391
"State2","Male Condom",2017,"October",10438666
"State2","Male Condom",2017,"November",10066136
"State2","Male Condom",2017,"December",10208347
"State2","Noristerat (NET-En)",2017,"January",4766
"State2","Noristerat (NET-En)",2017,"February",4795
"State2","Noristerat (NET-En)",2017,"March",4678
"State2","Noristerat (NET-En)",2017,"April",4719
"State2","Noristerat (NET-En)",2017,"May",4590
"State2","Noristerat (NET-En)",2017,"June",4631
"State2","Noristerat (NET-En)",2017,"July",4514
"State2","Noristerat (NET-En)",2017,"August",4463
"State2","Noristerat (NET-En)",2017,"September",4524
"State2","Noristerat (NET-En)",2017,"October",4785
"State2","Noristerat (NET-En)",2017,"November",4846
"State2","Noristerat (NET-En)",2017,"December",4543
"State2","Other Injectable",2017,"January",0
"State2","Other Injectable",2017,"February",0
"State2","Other Injectable",2017,"March",0
"State2","Other Injectable",2017,"April",0
"State2","Other Injectable",2017,"May",0
"State2","Other Injectable",2017,"June",0
"State2","Other Injectable",2017,"July",0
"State2","Other Injectable",2017,"August",0
"State2","Other Injectable",2017,"September",0
"State2","Other Injectable",2017,"October",0
"State2","Other Injectable",2017,"November",0
"State2","Other Injectable",2017,"December",0
"State2","Other OC Pill",2017,"January",0
"State2","Other OC Pill",2017,"February",0
"State2","Other OC Pill",2017,"March",0
"State2","Other OC Pill",2017,"April",0
"State2","Other OC Pill",2017,"May",0
"State2","Other OC Pill",2017,"June",0
"State2","Other OC Pill",2017,"July",0
"State2","Other OC Pill",2017,"August",0
"State2","Other OC Pill",2017,"September",0
"State2","Other OC Pill",2017,"October",0
"State2","Other OC Pill",2017,"November",0
"State2","Other OC Pill",2017,"December",0
"State2","Progestin only (POP)",2017,"January",1885
"State2","Progestin only (POP)",2017,"February",1770
"State2","Progestin only (POP)",2017,"March",1852
"State2","Progestin only (POP)",2017,"April",1786
"State2","Progestin only (POP)",2017,"May",1862
"State2","Progestin only (POP)",2017,"June",1866
"State2","Progestin only (POP)",2017,"July",1752
"State2","Progestin only (POP)",2017,"August",1738
"State2","Progestin only (POP)",2017,"September",1771
"State2","Progestin only (POP)",2017,"October",1868
"State2","Progestin only (POP)",2017,"November",1899
"State2","Progestin only (POP)",2017,"December",1775
"State2","Sayana Press",2017,"January",1
"State2","Sayana Press",2017,"February",1
"State2","Sayana Press",2017,"March",1
"State2","Sayana Press",2017,"April",1
"State2","Sayana Press",2017,"May",1
"State2","Sayana Press",2017,"June",1
"State2","Sayana Press",2017,"July",1
"State2","Sayana Press",2017,"August",1
"State2","Sayana Press",2017,"September",1
"State2","Sayana Press",2017,"October",1
"State2","Sayana Press",2017,"November",1
"State2","Sayana Press",2017,"December",1
"State2","SDM (Standard Days)",2017,"January",123
"State2","SDM (Standard Days)",2017,"February",112
"State2","SDM (Standard Days)",2017,"March",122
"State2","SDM (Standard Days)",2017,"April",120
"State2","SDM (Standard Days)",2017,"May",121
"State2","SDM (Standard Days)",2017,"June",121
"State2","SDM (Standard Days)",2017,"July",115
"State2","SDM (Standard Days)",2017,"August",113
"State2","SDM (Standard Days)",2017,"September",120
"State2","SDM (Standard Days)",2017,"October",114
"State2","SDM (Standard Days)",2017,"November",113
"State2","SDM (Standard Days)",2017,"December",114
"State2","Sino-Implant",2017,"January",0
"State2","Sino-Implant",2017,"February",0
"State2","Sino-Implant",2017,"March",0
"State2","Sino-Implant",2017,"April",0
"State2","Sino-Implant",2017,"May",0
"State2","Sino-Implant",2017,"June",0
"State2","Sino-Implant",2017,"July",0
"State2","Sino-Implant",2017,"August",0
"State2","Sino-Implant",2017,"September",0
"State2","Sino-Implant",2017,"October",0
"State2","Sino-Implant",2017,"November",0
"State2","Sino-Implant",2017,"December",0
"State2","Spermicides",2017,"January",0
"State2","Spermicides",2017,"February",0
"State2","Spermicides",2017,"March",0
"State2","Spermicides",2017,"April",0
"State2","Spermicides",2017,"May",0
"State2","Spermicides",2017,"June",0
"State2","Spermicides",2017,"July",0
"State2","Spermicides",2017,"August",0
"State2","Spermicides",2017,"September",0
"State2","Spermicides",2017,"October",0
"State2","Spermicides",2017,"November",0
"State2","Spermicides",2017,"December",0
"State2","Tubal Ligation (F)",2017,"January",11770
"State2","Tubal Ligation (F)",2017,"February",11452
"State2","Tubal Ligation (F)",2017,"March",11614
"State2","Tubal Ligation (F)",2017,"April",11503
"State2","Tubal Ligation (F)",2017,"May",12182
"State2","Tubal Ligation (F)",2017,"June",11900
"State2","Tubal Ligation (F)",2017,"July",12197
"State2","Tubal Ligation (F)",2017,"August",11853
"State2","Tubal Ligation (F)",2017,"September",11986
"State2","Tubal Ligation (F)",2017,"October",11820
"State2","Tubal Ligation (F)",2017,"November",11648
"State2","Tubal Ligation (F)",2017,"December",11303
"State2","Vaginal barrier",2017,"January",0
"State2","Vaginal barrier",2017,"February",0
"State2","Vaginal barrier",2017,"March",0
"State2","Vaginal barrier",2017,"April",0
"State2","Vaginal barrier",2017,"May",0
"State2","Vaginal barrier",2017,"June",0
"State2","Vaginal barrier",2017,"July",0
"State2","Vaginal barrier",2017,"August",0
"State2","Vaginal barrier",2017,"September",0
"State2","Vaginal barrier",2017,"October",0
"State2","Vaginal barrier",2017,"November",0
"State2","Vaginal barrier",2017,"December",0
"State2","Vasectomy (M)",2017,"January",299
"State2","Vasectomy (M)",2017,"February",295
"State2","Vasectomy (M)",2017,"March",300
"State2","Vasectomy (M)",2017,"April",294
"State2","Vasectomy (M)",2017,"May",279
"State2","Vasectomy (M)",2017,"June",280
"State2","Vasectomy (M)",2017,"July",298
"State2","Vasectomy (M)",2017,"August",279
"State2","Vasectomy (M)",2017,"September",276
"State2","Vasectomy (M)",2017,"October",274
"State2","Vasectomy (M)",2017,"November",275
"State2","Vasectomy (M)",2017,"December",295
"State2","Combined Oral (COC)",2018,"January",592226
"State2","Combined Oral (COC)",2018,"February",616375
"State2","Combined Oral (COC)",2018,"March",570812
"State2","Combined Oral (COC)",2018,"April",580353
"State2","Combined Oral (COC)",2018,"May",572006
"State2","Combined Oral (COC)",2018,"June",584171
"State2","Combined Oral (COC)",2018,"July",618216
"State2","Combined Oral (COC)",2018,"August",620194
"State2","Combined Oral (COC)",2018,"September",595426
"State2","Combined Oral (COC)",2018,"October",606241
"State2","Combined Oral (COC)",2018,"November",608489
"State2","Combined Oral (COC)",2018,"December",578772
"State2","Copper- T 380-A IUD",2018,"January",65670
"State2","Copper- T 380-A IUD",2018,"February",62242
"State2","Copper- T 380-A IUD",2018,"March",64332
"State2","Copper- T 380-A IUD",2018,"April",63454
"State2","Copper- T 380-A IUD",2018,"May",64900
"State2","Copper- T 380-A IUD",2018,"June",62040
"State2","Copper- T 380-A IUD",2018,"July",63856
"State2","Copper- T 380-A IUD",2018,"August",64937
"State2","Copper- T 380-A IUD",2018,"September",60714
"State2","Copper- T 380-A IUD",2018,"October",64527
"State2","Copper- T 380-A IUD",2018,"November",61985
"State2","Copper- T 380-A IUD",2018,"December",63708
"State2","Depo Provera (DMPA)",2018,"January",268671
"State2","Depo Provera (DMPA)",2018,"February",270571
"State2","Depo Provera (DMPA)",2018,"March",268986
"State2","Depo Provera (DMPA)",2018,"April",276867
"State2","Depo Provera (DMPA)",2018,"May",272699
"State2","Depo Provera (DMPA)",2018,"June",278498
"State2","Depo Provera (DMPA)",2018,"July",268930
"State2","Depo Provera (DMPA)",2018,"August",263062
"State2","Depo Provera (DMPA)",2018,"September",281914
"State2","Depo Provera (DMPA)",2018,"October",275581
"State2","Depo Provera (DMPA)",2018,"November",282866
"State2","Depo Provera (DMPA)",2018,"December",278419
"State2","EC",2018,"January",100616
"State2","EC",2018,"February",100837
"State2","EC",2018,"March",95928
"State2","EC",2018,"April",99958
"State2","EC",2018,"May",97935
"State2","EC",2018,"June",97397
"State2","EC",2018,"July",98814
"State2","EC",2018,"August",102937
"State2","EC",2018,"September",98156
"State2","EC",2018,"October",102844
"State2","EC",2018,"November",101374
"State2","EC",2018,"December",95834
"State2","Female Condom",2018,"January",27577
"State2","Female Condom",2018,"February",28097
"State2","Female Condom",2018,"March",28071
"State2","Female Condom",2018,"April",27612
"State2","Female Condom",2018,"May",28745
"State2","Female Condom",2018,"June",28133
"State2","Female Condom",2018,"July",26906
"State2","Female Condom",2018,"August",28803
"State2","Female Condom",2018,"September",26488
"State2","Female Condom",2018,"October",29221
"State2","Female Condom",2018,"November",27638
"State2","Female Condom",2018,"December",26964
"State2","Implanon",2018,"January",34060
"State2","Implanon",2018,"February",36572
"State2","Implanon",2018,"March",36779
"State2","Implanon",2018,"April",34068
"State2","Implanon",2018,"May",35881
"State2","Implanon",2018,"June",33858
"State2","Implanon",2018,"July",35546
"State2","Implanon",2018,"August",35203
"State2","Implanon",2018,"September",35082
"State2","Implanon",2018,"October",35440
"State2","Implanon",2018,"November",34764
"State2","Implanon",2018,"December",36556
"State2","Jadelle",2018,"January",13426
"State2","Jadelle",2018,"February",13262
"State2","Jadelle",2018,"March",12781
"State2","Jadelle",2018,"April",12641
"State2","Jadelle",2018,"May",12543
"State2","Jadelle",2018,"June",13131
"State2","Jadelle",2018,"July",13300
"State2","Jadelle",2018,"August",13251
"State2","Jadelle",2018,"September",13369
"State2","Jadelle",2018,"October",12705
"State2","Jadelle",2018,"November",12912
"State2","Jadelle",2018,"December",12610
"State2","LAM",2018,"January",6659
"State2","LAM",2018,"February",7166
"State2","LAM",2018,"March",6909
"State2","LAM",2018,"April",7141
"State2","LAM",2018,"May",6521
"State2","LAM",2018,"June",7190
"State2","LAM",2018,"July",6897
"State2","LAM",2018,"August",7052
"State2","LAM",2018,"September",6813
"State2","LAM",2018,"October",6570
"State2","LAM",2018,"November",6802
"State2","LAM",2018,"December",6545
"State2","LNG-IUS",2018,"January",9218
"State2","LNG-IUS",2018,"February",9457
"State2","LNG-IUS",2018,"March",9225
"State2","LNG-IUS",2018,"April",8913
"State2","LNG-IUS",2018,"May",8822
"State2","LNG-IUS",2018,"June",9467
"State2","LNG-IUS",2018,"July",8681
"State2","LNG-IUS",2018,"August",9110
"State2","LNG-IUS",2018,"September",8672
"State2","LNG-IUS",2018,"October",9028
"State2","LNG-IUS",2018,"November",9316
"State2","LNG-IUS",2018,"December",8920
"State2","Lunelle",2018,"January",3921
"State2","Lunelle",2018,"February",4251
"State2","Lunelle",2018,"March",4274
"State2","Lunelle",2018,"April",3944
"State2","Lunelle",2018,"May",4271
"State2","Lunelle",2018,"June",4148
"State2","Lunelle",2018,"July",4055
"State2","Lunelle",2018,"August",4047
"State2","Lunelle",2018,"September",4140
"State2","Lunelle",2018,"October",4149
"State2","Lunelle",2018,"November",4045
"State2","Lunelle",2018,"December",3923
"State2","Male Condom",2018,"January",11340237
"State2","Male Condom",2018,"February",12021589
"State2","Male Condom",2018,"March",12294317
"State2","Male Condom",2018,"April",11619036
"State2","Male Condom",2018,"May",12330382
"State2","Male Condom",2018,"June",11401522
"State2","Male Condom",2018,"July",12082370
"State2","Male Condom",2018,"August",11304157
"State2","Male Condom",2018,"September",12116301
"State2","Male Condom",2018,"October",12225010
"State2","Male Condom",2018,"November",11553972
"State2","Male Condom",2018,"December",11495187
"State2","Noristerat (NET-En)",2018,"January",1942
"State2","Noristerat (NET-En)",2018,"February",1924
"State2","Noristerat (NET-En)",2018,"March",1982
"State2","Noristerat (NET-En)",2018,"April",1885
"State2","Noristerat (NET-En)",2018,"May",1863
"State2","Noristerat (NET-En)",2018,"June",1920
"State2","Noristerat (NET-En)",2018,"July",1902
"State2","Noristerat (NET-En)",2018,"August",2005
"State2","Noristerat (NET-En)",2018,"September",1839
"State2","Noristerat (NET-En)",2018,"October",1903
"State2","Noristerat (NET-En)",2018,"November",1959
"State2","Noristerat (NET-En)",2018,"December",1941
"State2","Other Injectable",2018,"January",0
"State2","Other Injectable",2018,"February",0
"State2","Other Injectable",2018,"March",0
"State2","Other Injectable",2018,"April",0
"State2","Other Injectable",2018,"May",0
"State2","Other Injectable",2018,"June",0
"State2","Other Injectable",2018,"July",0
"State2","Other Injectable",2018,"August",0
"State2","Other Injectable",2018,"September",0
"State2","Other Injectable",2018,"October",0
"State2","Other Injectable",2018,"November",0
"State2","Other Injectable",2018,"December",0
"State2","Other OC Pill",2018,"January",0
"State2","Other OC Pill",2018,"February",0
"State2","Other OC Pill",2018,"March",0
"State2","Other OC Pill",2018,"April",0
"State2","Other OC Pill",2018,"May",0
"State2","Other OC Pill",2018,"June",0
"State2","Other OC Pill",2018,"July",0
"State2","Other OC Pill",2018,"August",0
"State2","Other OC Pill",2018,"September",0
"State2","Other OC Pill",2018,"October",0
"State2","Other OC Pill",2018,"November",0
"State2","Other OC Pill",2018,"December",0
"State2","Progestin only (POP)",2018,"January",636
"State2","Progestin only (POP)",2018,"February",632
"State2","Progestin only (POP)",2018,"March",642
"State2","Progestin only (POP)",2018,"April",605
"State2","Progestin only (POP)",2018,"May",621
"State2","Progestin only (POP)",2018,"June",609
"State2","Progestin only (POP)",2018,"July",653
"State2","Progestin only (POP)",2018,"August",628
"State2","Progestin only (POP)",2018,"September",638
"State2","Progestin only (POP)",2018,"October",669
"State2","Progestin only (POP)",2018,"November",666
"State2","Progestin only (POP)",2018,"December",646
"State2","Sayana Press",2018,"January",0
"State2","Sayana Press",2018,"February",0
"State2","Sayana Press",2018,"March",0
"State2","Sayana Press",2018,"April",0
"State2","Sayana Press",2018,"May",0
"State2","Sayana Press",2018,"June",0
"State2","Sayana Press",2018,"July",0
"State2","Sayana Press",2018,"August",0
"State2","Sayana Press",2018,"September",0
"State2","Sayana Press",2018,"October",0
"State2","Sayana Press",2018,"November",0
"State2","Sayana Press",2018,"December",0
"State2","SDM (Standard Days)",2018,"January",216
"State2","SDM (Standard Days)",2018,"February",220
"State2","SDM (Standard Days)",2018,"March",216
"State2","SDM (Standard Days)",2018,"April",214
"State2","SDM (Standard Days)",2018,"May",222
"State2","SDM (Standard Days)",2018,"June",221
"State2","SDM (Standard Days)",2018,"July",231
"State2","SDM (Standard Days)",2018,"August",228
"State2","SDM (Standard Days)",2018,"September",226
"State2","SDM (Standard Days)",2018,"October",226
"State2","SDM (Standard Days)",2018,"November",220
"State2","SDM (Standard Days)",2018,"December",226
"State2","Sino-Implant",2018,"January",8
"State2","Sino-Implant",2018,"February",8
"State2","Sino-Implant",2018,"March",8
"State2","Sino-Implant",2018,"April",8
"State2","Sino-Implant",2018,"May",8
"State2","Sino-Implant",2018,"June",8
"State2","Sino-Implant",2018,"July",8
"State2","Sino-Implant",2018,"August",8
"State2","Sino-Implant",2018,"September",7
"State2","Sino-Implant",2018,"October",8
"State2","Sino-Implant",2018,"November",8
"State2","Sino-Implant",2018,"December",7
"State2","Spermicides",2018,"January",0
"State2","Spermicides",2018,"February",0
"State2","Spermicides",2018,"March",0
"State2","Spermicides",2018,"April",0
"State2","Spermicides",2018,"May",0
"State2","Spermicides",2018,"June",0
"State2","Spermicides",2018,"July",0
"State2","Spermicides",2018,"August",0
"State2","Spermicides",2018,"September",0
"State2","Spermicides",2018,"October",0
"State2","Spermicides",2018,"November",0
"State2","Spermicides",2018,"December",0
"State2","Tubal Ligation (F)",2018,"January",10872
"State2","Tubal Ligation (F)",2018,"February",11017
"State2","Tubal Ligation (F)",2018,"March",10844
"State2","Tubal Ligation (F)",2018,"April",11262
"State2","Tubal Ligation (F)",2018,"May",11249
"State2","Tubal Ligation (F)",2018,"June",11297
"State2","Tubal Ligation (F)",2018,"July",11413
"State2","Tubal Ligation (F)",2018,"August",10960
"State2","Tubal Ligation (F)",2018,"September",11433
"State2","Tubal Ligation (F)",2018,"October",10674
"State2","Tubal Ligation (F)",2018,"November",10777
"State2","Tubal Ligation (F)",2018,"December",10948
"State2","Vaginal barrier",2018,"January",0
"State2","Vaginal barrier",2018,"February",0
"State2","Vaginal barrier",2018,"March",0
"State2","Vaginal barrier",2018,"April",0
"State2","Vaginal barrier",2018,"May",0
"State2","Vaginal barrier",2018,"June",0
"State2","Vaginal barrier",2018,"July",0
"State2","Vaginal barrier",2018,"August",0
"State2","Vaginal barrier",2018,"September",0
"State2","Vaginal barrier",2018,"October",0
"State2","Vaginal barrier",2018,"November",0
"State2","Vaginal barrier",2018,"December",0
"State2","Vasectomy (M)",2018,"January",243
"State2","Vasectomy (M)",2018,"February",257
"State2","Vasectomy (M)",2018,"March",262
"State2","Vasectomy (M)",2018,"April",261
"State2","Vasectomy (M)",2018,"May",248
"State2","Vasectomy (M)",2018,"June",250
"State2","Vasectomy (M)",2018,"July",264
"State2","Vasectomy (M)",2018,"August",247
"State2","Vasectomy (M)",2018,"September",254
"State2","Vasectomy (M)",2018,"October",258
"State2","Vasectomy (M)",2018,"November",242
"State2","Vasectomy (M)",2018,"December",240
"State2","Combined Oral (COC)",2019,"January",339915
"State2","Combined Oral (COC)",2019,"February",330768
"State2","Combined Oral (COC)",2019,"March",323456
"State2","Combined Oral (COC)",2019,"April",328933
"State2","Combined Oral (COC)",2019,"May",328696
"State2","Combined Oral (COC)",2019,"June",329302
"State2","Combined Oral (COC)",2019,"July",317280
"State2","Combined Oral (COC)",2019,"August",327140
"State2","Combined Oral (COC)",2019,"September",330664
"State2","Combined Oral (COC)",2019,"October",335282
"State2","Combined Oral (COC)",2019,"November",328367
"State2","Combined Oral (COC)",2019,"December",330005
"State2","Copper- T 380-A IUD",2019,"January",74751
"State2","Copper- T 380-A IUD",2019,"February",74407
"State2","Copper- T 380-A IUD",2019,"March",72041
"State2","Copper- T 380-A IUD",2019,"April",70242
"State2","Copper- T 380-A IUD",2019,"May",73211
"State2","Copper- T 380-A IUD",2019,"June",71471
"State2","Copper- T 380-A IUD",2019,"July",72761
"State2","Copper- T 380-A IUD",2019,"August",70606
"State2","Copper- T 380-A IUD",2019,"September",72056
"State2","Copper- T 380-A IUD",2019,"October",71023
"State2","Copper- T 380-A IUD",2019,"November",74087
"State2","Copper- T 380-A IUD",2019,"December",73303
"State2","Depo Provera (DMPA)",2019,"January",301648
"State2","Depo Provera (DMPA)",2019,"February",310746
"State2","Depo Provera (DMPA)",2019,"March",298433
"State2","Depo Provera (DMPA)",2019,"April",289790
"State2","Depo Provera (DMPA)",2019,"May",287870
"State2","Depo Provera (DMPA)",2019,"June",296571
"State2","Depo Provera (DMPA)",2019,"July",301957
"State2","Depo Provera (DMPA)",2019,"August",287896
"State2","Depo Provera (DMPA)",2019,"September",304362
